LANGUAGE,TWEET,CREATED_AT,FAVORITE_COUNT
en,"It's just really depressing to see that some of the very minimal, grudging #MeToo corrections that have begun in the mainstream (firing execs when allegations surface; removing sex pests from proximity to targets) are still news to a whole lot of clods in the fetish space.",2022-10-26T03:36:10.000Z,3
en,"India is Most Worst Country for Men.
Change my mind.

#MenToo #GenderBiasedLaws #metoo #antimalecountry #nocountryformen https://t.co/wxRj9fnSSp",2022-10-26T03:21:18.000Z,198
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"India is Most Worst Country for Men.
Change my mind.

#MenToo #GenderBiasedLaws #metoo #antimalecountry #nocountryformen https://t.co/wxRj9fnSSp",2022-10-26T03:21:18.000Z,198
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,.@RealCandaceO responds to Harvey Weinstein's lawyers saying it was normal to have ‘transactional sex’ in Hollywood before the #MeToo movement https://t.co/LWZyxzWH4s,2022-10-25T20:25:48.000Z,115
en,Media ignore women's diverse backgrounds when reporting on family violence: new research https://t.co/oRF2mVfFiS via @ConversationEDU @umanchanda #MeToo,2022-10-26T02:55:03.000Z,9
en,"#Barbarian is one of the best horror movies of recent years. This is the movie everyone should see this #Halloween smart, very scary, social commentary on poverty, #MeToo movement, race, celebrity, and so much more. This is what the #candyman remake wishes it could be. See it.",2022-10-26T02:54:20.000Z,1
en,"On whose instructions bogus #MeToo articles were written about him? Why did ""Paid Media Channel"" publish those articles which hold no truth and can't be substantiated?
@ips_nupurprasad @PMOIndia @HMOIndia
CBI Interrogate PBS InSSRCase",2022-10-26T02:50:25.000Z,5
en,"@NickelsJessica @kattenbarge In this case, the jury got it 💯 % right.
I was appalled by a woman who would abuse the #MeToo movement &amp; women the world over. 
She has hurt women incalculably imo.",2022-10-26T02:48:21.000Z,0
en,"Thread 5
#Metoo allegations against Sushant were breaking news and all over the place then how come Sanjana didn't get this news and responded on time in a way letting him suffer for that period.
CBI Interrogate PBS InSSRCase
@ips_nupurprasad  @PMOIndia  @HMOIndia https://t.co/7mfmy5iUAM",2022-10-26T02:44:07.000Z,10
en,Her fake crying is so BAD even her tear ducts can't back her up. Dry eyes! #JohnnyDeppIsALegend #JohnnyDeppRises #JohnnyDepp #johnnydeppwon  #AmberHeardIsALiar #MeToo #AbuseHasNoGender #Aquaman2 #AmberHeardDoesNOTSpeakForMe #AmberHeard https://t.co/NfXUYvNtix,2022-10-26T02:39:54.000Z,1
en,"Why did Sanjana provide clarification on #MeToo after a month , despite being active on SM?

@CBI_CIO @KirenRijiju @HMOIndia 
CBI Interrogate PBS InSSRCase",2022-10-26T02:31:23.000Z,3
en,"Who orchestrated the #MeToo story against SSR?

@CBI_CIO @KirenRijiju @HMOIndia 
CBI Interrogate PBS InSSRCase",2022-10-26T02:31:22.000Z,2
en,"Congratulations to @andreajeanbaker on her recently published edited collection ""Reporting on Sexual Violence in the #MeToo Era"".
https://t.co/UJnlPlDUtN https://t.co/fJ1vhOolJa",2022-10-19T09:30:06.000Z,7
en,"Reason #75 of why victims don’t speak up when raped/sexually assaulted; you have to continuously defend your position or make statements about the perp. Rather than focus on what he did, society continues to re-traumatize the victims. #MeToo",2022-10-26T02:05:12.000Z,3
en,"Harvey Weinstein Lawyers Call Gavin Newsom’s Wife ‘Just Another Bimbo’…

… ‘Transactional Sex’ Common in Hollywood Before #MeToo https://t.co/Oy4v33uaNH",2022-10-26T01:35:45.000Z,3
en,"It’s interesting to note the connections to other #MeToo cases here. The DDA prosecuting Weinberg’s case, Marlene Martinez, is also trying the case against Harvey Weinstein. 

Weinberg’s defense attorney, Philip Cohen, also represents Danny Masterson in his ongoing rape trial.",2022-10-25T23:44:20.000Z,5
en,"FOR THOSE OF YOU WHO PURPOSEFULLY CHOOSE STUPID:

They quote YE saying he is “#MeToo-ing the Jewish culture. I’m saying y’all gotta stand up and admit to what you been doing.”

WHAT DID THE METOO MOVEMENT DO?
It exposed abusers/predators in the entertainment industry",2022-10-26T01:18:36.000Z,0
en,"CALIFORNIA, are we making sure @PhilTing does NOT get re elected? #MeToo  sleeping with Domestic Workers ? Please see to that .. draw that little bubble next to his opponents name 
Eternally G8Ful Pinky",2022-10-26T01:18:07.000Z,1
en,"@Jonas27361423 @PeelSchools @ETFOPeel @OSSTFD19 @OPCouncil @Egyptian_Maat @GTAschoolz @PDSBDirector ""Do nothing"" is not an option. Protect your staff and investigate. #MeToo",2022-10-26T01:18:00.000Z,2
en,"The maga crazies remind me of the racist that intimidated our ancestors when they went to vote.They hate seeing us cast our ballot. History is trying to repeat itself, don’t stand by and let it! #Vote #CRT #BLM #Woke #Racists #Antisemitism #Blacktwitter #Racism #Metoo  #Endracism https://t.co/BT8GktMw5C",2022-10-26T01:16:20.000Z,2
en,"#BellMedia #CTV “is a toxic breeding ground for narcissistic, abusive managers. Narcissistic people who are elevated because of their aggression"" #metoo @bell #workplaceabuse #HumanRightsViolations @Bell
 #NationalBullyingPreventionMonth 
https://t.co/lOa0t35bB2",2022-10-26T01:09:41.000Z,4
en,Harvey Weinstein Lawyers Call Gavin Newsom‘s Wife ‘Just Another Bimbo‘: ‘Transactional Sex‘ Common in Hollywood Before #MeToo https://t.co/HLgAWGok1U via @BreitbartNews,2022-10-26T01:07:06.000Z,0
en,"DNAnews: Thor | George | Baz
Inside DNAnews: @Dimpon4 @lil_gilby #LGBTQIA #Wilmon #YoungRoyals2 #KevinSpacey #AnthonyRapp #MeToo 
~ read/opt-in 👉🏼 https://t.co/sY4LkHMcgz https://t.co/LP5WDDxhbC",2022-10-25T19:00:02.000Z,91
en,"DNAnews: Thor | George | Baz
Inside DNAnews: @Dimpon4 @lil_gilby #LGBTQIA #Wilmon #YoungRoyals2 #KevinSpacey #AnthonyRapp #MeToo 
~ read/opt-in 👉🏼 https://t.co/sY4LkHMcgz https://t.co/w2SWg4Q0rn",2022-10-26T01:00:02.000Z,41
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,Believe women THE FIRST TIME. #churchtoo,2022-10-26T00:55:56.000Z,32
en,I’ve typed and retyped so many things today. I’m so proud of @angiekayhong and the countless others that have come forward. And I am so enraged that victims must rehash their trauma publicly for it to be taken seriously. #churchtoo,2022-10-26T00:55:52.000Z,52
en,"Five years ago, I was Sexually Harassed by The Director of Human Resources for @CocaColaCo_ca @CocaCola in Langford Victoria BC Canada 🇨🇦 
#trauma #sexual #harassment #abuse #trauma4ever 
#MeToo #Survivors",2022-10-26T00:45:55.000Z,4
en,@emilykmay Same here. The Church would actually have to acknowledge the damage done both then and now. They would have to acknowledge we are not property for men to do with as they please. I'm certain my SA was partially due to the mentality about women. #metoo #sbctoo,2022-10-26T00:45:49.000Z,1
en,"Now in paperback! #TheWatergateGirl #MeToo 
https://t.co/V6jaz4QqHh https://t.co/8TklCMs8sz",2021-03-08T17:45:22.000Z,4732
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,Dr Dre beat the brakes off at least 2 different women and was given the Super Bowl halftime show at the heart of #MeToo. Power of havin a good Jewish friend like Jimmy Iovine. All Dre had to do was let Jimmy use him to trick thousands of black artists into signing their life away,2022-10-26T00:29:10.000Z,0
en,"The Republican answer to the #MeToo movement, which to their misogynistic little minds, was the beginning of the end of #MasculineToxicity was to take away a woman’s right to choose #RoeRoeRoeYourVote",2022-10-26T00:21:29.000Z,0
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"You regular reminder that the woman who accused BQ Leader Yves-François Blanchet of sexual assault is *still* credible and has never been anonymous—the @mtlgazette kept her name confidential. Like most SA victims #MeToo #cdnpoli #AssNat #qcpoli 
https://t.co/jo5peK4AEe",2022-10-26T00:03:21.000Z,1
en,.@RealCandaceO responds to Harvey Weinstein's lawyers saying it was normal to have ‘transactional sex’ in Hollywood before the #MeToo movement https://t.co/LWZyxzWH4s,2022-10-25T20:25:48.000Z,115
en,Lol. British conservatives be so sexist and racist that they elect both a woman and ‘person of colour’ to be PM in a span of just 7 weeks! #Racism #sexism #BlackLivesMatter #metoo #BritishPm,2022-10-25T23:55:18.000Z,0
en,"Next month marks the 20th anniversary of the resignation of Boston's disgraced Cardinal Bernard Law. Sadly, his successor, O'Malley, also  remains secretive about abuse. #CSA #clergy #churchtoo #SNAPHeals #RCCAbuse  #ChurchToo #SBCtoo #SBCdatabaseNOW 

https://t.co/m3QJbImDUo",2022-10-25T13:59:49.000Z,9
en,"@garretdillahunt #Metoo desperately needs a boost; you're the man to do it w/a staged reading of my multi-award winning play ""Dear Daddy, Love Cassie"" (in theater I believe in artist to artist) let me know!",2022-10-25T23:49:57.000Z,0
en,@austenite_m @Mimithe20536023 Charlotte completely lost her agency in S2 which is down to substandard writing &amp; made-up characters with serious #MeToo undertones. This is nothing to celebrate &amp; should never have passed muster by @masterpiecepbs in a #JaneAusten adaptation. It should always be #SidlotteForever https://t.co/aQhHSImObF,2022-10-25T23:49:46.000Z,9
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,@Michelandle #MeToo in all ways! #justiceforjohnnydepp,2022-10-25T23:47:39.000Z,2
en,"It’s interesting to note the connections to other #MeToo cases here. The DDA prosecuting Weinberg’s case, Marlene Martinez, is also trying the case against Harvey Weinstein. 

Weinberg’s defense attorney, Philip Cohen, also represents Danny Masterson in his ongoing rape trial.",2022-10-25T23:44:20.000Z,5
en,"Here is Evan Peters comforting Emma Roberts while his face, wrists and hands were still covered in bruises and bite marks. She was not charged with any crime after being arrested for dv, because Evan dropped the charges. #AbuseHasNoGender #MenToo #MeToo https://t.co/tJYwsJGKdO",2022-06-20T18:30:51.000Z,62
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,"""Harvey Weinstein Lawyers Call Gavin Newsom’s Wife ‘Just Another Bimbo’: ‘Transactional Sex’ Common in Hollywood Before #MeToo"" ‼️🇺🇸👇🇺🇸‼️Rings true about the transactional sex part before...👇https://t.co/ttt9Ofzr5U",2022-10-25T23:34:55.000Z,1
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,@wakeupsisters I have. #MeToo,2022-10-25T23:26:54.000Z,0
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,"(Note. All women in the trial have had their names previously published in articles when this story first broke, but are being referred to primarily as Jane Doe 1, 2, 3 in court.)

#HireSurvivors #HireSurvivorsHollywood #LosAngeles #Hollywood #DannyMasterson #MeToo #MeTooMovement",2022-10-25T23:15:42.000Z,4
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"You must have courage, silence not an option, be brave, the oppressors thrive on people’s fears #MeToo",2022-10-25T22:58:44.000Z,2
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3803
en,An important thread about the current  #metoo moment in econ academia,2022-10-25T22:45:28.000Z,0
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,Interesting Defense Strategies - Harvey Weinstein’s Lawyers Say Everyone Had ‘Transactional Sex’ in Hollywood Before #MeToo — And Call Jennifer Siebel Newsom a ‘Bimbo’ https://t.co/mB1rwdtQhI via @variety,2022-10-25T22:38:16.000Z,0
en,"Being able to have terrific, wonderful, consensual sex in 2022, then being able to claim #SexualAssault in 2037 shouldn't feel empowering, but it does.
#MeToo #BelieveAllWomen",2022-10-25T22:24:36.000Z,0
en,Today is a good day to spend some time reading #EconTwitter as it works through its own #MeToo moment.,2022-10-25T22:10:47.000Z,2
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"She said🗣️!!!
A testimonial of survivors that birthed the #MeToo campaign
Coming to cinemas 🍿🎥this November 📅

#shesaid #silverbirdcinemas #movies https://t.co/xLPbxiS2bp",2022-10-25T22:05:29.000Z,4
en,"Why would anybody believe this piece of crap?
Harvey Weinstein’s Lawyers Say Everyone Had ‘Transactional Sex’ in Hollywood Before #MeToo — And Call Jennifer Siebel Newsom a ‘Bimbo’ https://t.co/EkiPDfz3rf via @variety",2022-10-25T22:03:02.000Z,19
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3803
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,@annakhachiyan @nypost @CityBureaucrat You've been through labor - you need someone else's thoughts on this or is this a subtle way of saying #meToo ?,2022-10-25T21:53:31.000Z,9
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"Institutionalised sexism manifesting as harassment, abuse and rape has been happening for centuries. It's structural GBV. More people now willing to talk and are being taken seriously. This is a very thin tip of a humongous iceberg. Jamaica overdue for a #MeToo. #stopgbvinja",2022-10-25T21:44:34.000Z,1
en,@SamanthaTaghoy I also really want to know where the #MeToo movement is...,2022-10-25T21:43:42.000Z,5
en,"@HSHQ @jefezoff Buying favorable reviews on that dumpster fire of a movie is sad and pathetic, even for you. You might want to let your “influencers” know they are legally required to disclose that they were paid for the favorable review. #TimesUp https://t.co/G18dQkRZch",2022-10-25T21:41:54.000Z,4
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,@msullivan574 reads the long history of disgust and its rhetorics in the context of the #MeToo movement: “To follow #MeToo to its logical end would be to account for the ways in which we are all implicated in a culture of sexual degradation” (sub. req.) https://t.co/ShnsbogETd,2022-10-25T21:30:00.000Z,1
en,Harvey Weinstein’s Lawyers Say Everyone Had ‘Transactional Sex’ in Hollywood Before #MeToo — And Call Jennifer Siebel Newsom a ‘Bimbo’ https://t.co/bTUMw7zMUK,2022-10-25T03:18:48.000Z,1071
en,"“Once An Accident, Twice A Coincidence, Three Times A Pattern.” 

Four times a choice…

#MeTooFamilyCourt #MeToo #MeTooAbuse #DomesticViolenceAwarenessMonth #womensrights #roevswade #waronwomen #bansoffourbodies #LGBTQ #unite #civilrights #BeTheChange #LoveWins",2022-10-25T21:26:49.000Z,3
en,"@MotownDR @germaincollinge @RBraceySherman @angelicabastien @NYMag @vulture Brad Pitt's own CAA agent Bryan Lourd had to publicly apologise for being one of many  rapist Harvey Weinstein enablers who was brokering deal with Ronan Farrow to kill #MeToo Angelina never worked with PR especially CAA for good reason, whilst Brad Pitt carried Weinstein's water https://t.co/zhwjtyb0VK",2022-10-25T21:26:06.000Z,2
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,Is #metoo still a thing?,2022-10-25T21:18:46.000Z,0
en,"After #MeToo Reckoning, a Fear Hollywood Is Regressing
The movement led to increased diversity and representation in the entertainment industry, but now there is worry that executives have turned their attention elsewhere. via @NYTimes https://t.co/KESwgQcN5X",2022-10-25T21:18:39.000Z,30
en,"I am so excited to join my colleagues @Shnidhi &amp; @K_Marino1 at @WomenStudiesSHU to talk about the politics of #MeToo in unfolding #Women_Life_Freedom in Iran and diaspora. 
The conversation was initiated at #NeMLA2 last year and will continue @northeastMLA 2023. 
@hssmankato",2022-10-25T21:18:35.000Z,13
en,"This led to two massive hashtag based movements, started again by diffused individuals, not ACLU or NAACP that everyone knows - #BlackLivesMatter and #MeToo. Most corporations tried to ignore them early on. A few, like Nike &amp; Patagonia, did not. They sided with the oppressed.",2022-10-25T21:13:51.000Z,1
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"Been blissfully oblivious all day but I just saw all the #EconTwitter #MeToo discussion and it’s heartbreaking. We deserve better from our institutions and our colleagues.

Sending strength and solidarity ❤️",2022-10-22T01:16:55.000Z,529
en,"""All of this #hope makes me feel good."" 
~@DrRashada at @AAASforum about trends in the science enterprise, #scipol and the world at large.
#DEI #Diversity #metoo https://t.co/rzWVdwjWxs",2022-10-25T21:08:50.000Z,3
en,@Politics20222 @HenryWright96 @hartnett1977 @KingWaddleHod @pokeefe1 @Tams_THFC Again you keep lying when did I defend Stel? Stating facts isn’t making excuses for his behavior. I already said it was dumb. But y’all are over blowing this. Ahh the horror a man posted public information about a woman on Twitter. OMG 😱 call #metoo,2022-10-25T20:59:26.000Z,2
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,"@Variety ⚠️ An interesting pick 🎪🤡🤡
#TimesUp #JamesGunn https://t.co/pdGBGftDwC",2022-10-25T20:47:11.000Z,7
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"#ChurchToo this is important. Listen and pay attention. So many downplayed what happened with Chris Heuertz but as always, what was publicly known was just the tip of the proverbial iceberg.",2022-10-25T20:41:04.000Z,20
en,@AriTheDon Niggas are too. #MeToo,2022-10-25T20:35:07.000Z,0
en,"If real journalists still exist, let’s hope one of them investigates this perversion of #metoo further than the gossip rags and trash tabloid press seem willing to do. It’s become an all-too-convenient platform on which to make false claims against innocent people.",2022-10-25T20:23:52.000Z,17
en,.@RealCandaceO responds to Harvey Weinstein's lawyers saying it was normal to have ‘transactional sex’ in Hollywood before the #MeToo movement https://t.co/LWZyxzWH4s,2022-10-25T20:25:48.000Z,115
en,"If real journalists still exist, let’s hope one of them investigates this perversion of #metoo further than the gossip rags and trash tabloid press seem willing to do. It’s become an all-too-convenient platform on which to make false claims against innocent people.",2022-10-25T20:23:52.000Z,17
en,Unbef**kinglievable.  First Pitt the child abuser making a #metoo film now Depp the wifebeater who has assaulted many people in his life!  What the actual f**k! #JohnnyDeppIsAnAbuser #JohnnyDeppisawifebeater #bradpittisanabuser,2022-10-25T20:19:48.000Z,1
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3803
en,"That's exactly what my ex did on top of using #DARVO to excuse his behavior.

#metoo #MenToo #DomesticViolenceAwarenessMonth #DomesticViolence #DomesticAbuse #PTSD #CPTSD #CoerciveControl https://t.co/7yFrYDlHT7",2022-10-25T19:29:28.000Z,3
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"“Where's the space for grace for *my* rage?”
 
5 years after millions of survivors said #MeToo, the movement’s founder @TaranaBurke sits down for an #UNDISTRACTED roundtable talk with @MsPackyetti, attorney @MonicaRamirezOH, &amp; lawyer @MKNAGLE.
 
Listen: https://t.co/TUc1BZW38J https://t.co/thnr8XZkjt",2022-10-25T20:07:02.000Z,7
en,"Harvey Weinstein, the man who became the face of #MeToo allegations five years ago, is currently serving a 23-year prison sentence for sex crimes in N.Y. He is now on trial in Los Angeles on 11 charges of rape and sexual assault and has pleaded not guilty https://t.co/f6aswZUF98 https://t.co/fx00AKpNkF",2022-10-25T20:00:01.000Z,1
en,"As a female economist, getting unsolicited advances &amp; disrespect of my repeated NO, made me often feel very lonely. I wished others understood, if you’re an economist, I talk to you to be friendly, and to potentially work together, not to date you. Just like other genders. #MeToo",2022-10-24T05:51:44.000Z,548
en,"I am deeply concerned about  how the #metoo Academic Econ movement is being managed. My experience below.

I was once accused of bullying and molesting an RA: by the RA himself. The RA accused two other professors too (a man and a woman).

1/3",2022-10-25T19:54:04.000Z,14
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"@taywil64 @lizyeld @bootleg_gene @LauraBockov @brooksbarnesNYT you need to do some research.
#MeToo was a piece of monetized crisis PR management. Tina Tchen didn't really care. Hence her resignation letter to Times Up. It was all, only, ever, about money. Real women saw through it. Now so do studios. https://t.co/AF0TyIvsLH",2022-10-25T19:48:25.000Z,9
en,Yeh gandu boxing apne biwi pe practice karta tha. Lanat on this na mard. #AlizaSultan #FerozeKhan and the best of laanat of all the laanats on 90% of his fraternity and Co workers. Ab #metoo ko vacation pe bhaija hua hai? https://t.co/Zaolyv4fZw,2022-10-25T19:45:15.000Z,10
en,"That's exactly what my ex did on top of using #DARVO to excuse his behavior.

#metoo #MenToo #DomesticViolenceAwarenessMonth #DomesticViolence #DomesticAbuse #PTSD #CPTSD #CoerciveControl https://t.co/7yFrYDlHT7",2022-10-25T19:29:28.000Z,3
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,"In case you haven’t heard yet, Iranian women who have been imprisoned are asking their lawyers for abortion pills. Please join us in amplifying their voices so we can help them achieve liberation from this brutal regime #metoo #womensrights #IranRevoIution #MahsaAmini",2022-10-25T13:47:18.000Z,17
en,"Now I fully understand I was raped and fell like every second I'm reliving that night. I can feel his weight on me, feel him in me, his hands on my neck, feel how painful it was when he fucked me as if I wasn't alive. Really, in that moment I wasn't. I couldn't say a word.
#MeToo",2022-10-25T19:12:01.000Z,0
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,"If you haven't heard about Tarana Burke, I would like to introduce her to you as well as her memoir. | https://t.co/WuYiuyK2RE | #metoo https://t.co/caLonZGHzy",2022-10-25T19:07:11.000Z,0
en,"Just flew thru the Girls of Paper and Fire series by @girlinthelens. Wonderful fantasy read, filled with tactful portrayals of abuse, trauma &amp; healing. I wish I'd had something like this 20 years ago and hope to see more books like this. #MeToo #RepresentationMatters",2022-10-25T19:06:42.000Z,1
en,"DNAnews: Thor | George | Baz
Inside DNAnews: @Dimpon4 @lil_gilby #LGBTQIA #Wilmon #YoungRoyals2 #KevinSpacey #AnthonyRapp #MeToo 
~ read/opt-in 👉🏼 https://t.co/sY4LkHMcgz https://t.co/LP5WDDxhbC",2022-10-25T19:00:02.000Z,91
en,@MikeSington The #metoo guy who supports Harvey Weinstein,2022-10-25T18:52:32.000Z,0
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"To all the men negatively effected by #metoo:        

cry about it, get fucked, experience consequences.",2022-10-25T18:49:53.000Z,0
